,loss,accuracy,val_loss,val_accuracy,lr
0,2.945605516433716,0.1357688158750534,2.9692132472991943,0.0628272220492363,1e-04
1,2.5176851749420166,0.24591058492660522,2.931454658508301,0.07853402942419052,1e-04
2,2.242324113845825,0.32033807039260864,2.8823344707489014,0.0890052393078804,1e-04
3,2.071730136871338,0.34978190064430237,2.8158862590789795,0.1073298454284668,1e-04
4,1.9178063869476318,0.39612868428230286,2.6764674186706543,0.13874346017837524,1e-04
5,1.8140192031860352,0.4113958477973938,2.4110782146453857,0.2041884809732437,1e-04
6,1.7123833894729614,0.44683751463890076,2.0286834239959717,0.36910995841026306,1e-04
7,1.592748761177063,0.49263903498649597,1.636614203453064,0.5602094531059265,1e-04
8,1.4994693994522095,0.515539824962616,1.3743878602981567,0.6178010702133179,1e-04
9,1.4218111038208008,0.5400763154029846,1.1848448514938354,0.6570680737495422,1e-04
10,1.3434799909591675,0.5722464323043823,1.0742286443710327,0.6675392389297485,1e-04
11,1.2692577838897705,0.5877862572669983,0.9986624717712402,0.6649214625358582,1e-04
12,1.2020201683044434,0.6090512275695801,0.9467133283615112,0.7251309156417847,1e-04
13,1.1602768898010254,0.6256815791130066,0.9653435349464417,0.7068063020706177,1e-04
14,1.066144347190857,0.6461286544799805,0.8493746519088745,0.746073305606842,1e-04
15,1.050832986831665,0.6556706428527832,0.7999492287635803,0.753926694393158,1e-04
16,0.9967794418334961,0.6810250878334045,0.8624290823936462,0.7225130796432495,1e-04
17,0.9637542366981506,0.6840239763259888,0.7360150218009949,0.7801046967506409,1e-04
18,0.9086667895317078,0.7044711112976074,0.722474992275238,0.7931936979293823,1e-04
19,0.86179518699646,0.7262813448905945,0.7001399397850037,0.782722532749176,1e-04
20,0.816331148147583,0.7314612865447998,0.676015317440033,0.7984293103218079,1e-04
21,0.776917040348053,0.7464558482170105,0.6640416383743286,0.7905759215354919,1e-04
22,0.7614687085151672,0.7489094734191895,0.6430596113204956,0.8062826991081238,1e-04
23,0.7453073263168335,0.75,0.6299225091934204,0.8167539238929749,1e-04
24,0.7258015275001526,0.7589967250823975,0.5801553726196289,0.8376963138580322,1e-04
25,0.6765812039375305,0.7786259651184082,0.5674596428871155,0.8429319262504578,1e-04
26,0.6473664045333862,0.7876226902008057,0.5800085663795471,0.8560209274291992,1e-04
27,0.6574994325637817,0.7794438600540161,0.5471803545951843,0.8586387634277344,1e-04
28,0.6057965755462646,0.8007088303565979,0.49628645181655884,0.8638743162155151,1e-04
29,0.5918920040130615,0.8017993569374084,0.572994589805603,0.8507853150367737,1e-04
30,0.5690838694572449,0.8173391222953796,0.5172550678253174,0.8586387634277344,1e-04
31,0.5609439015388489,0.8178843855857849,0.4612126648426056,0.8900523781776428,1e-04
32,0.5187576413154602,0.825518012046814,0.4861023724079132,0.8743455410003662,1e-04
33,0.5326816439628601,0.8268811106681824,0.5462580919265747,0.8769633769989014,1e-04
34,0.5017482042312622,0.8342421054840088,0.47053423523902893,0.8952879309654236,1e-04
35,0.45569679141044617,0.8516902923583984,0.4269651174545288,0.8795811533927917,1e-04
36,0.4518418610095978,0.8511450290679932,0.46009159088134766,0.8848167657852173,1e-04
37,0.4478954076766968,0.8486914038658142,0.407155305147171,0.8900523781776428,1e-04
38,0.40806469321250916,0.865321695804596,0.40195780992507935,0.8874345421791077,1e-04
39,0.43727439641952515,0.8625954389572144,0.44442522525787354,0.8979057669639587,1e-04
40,0.4101773202419281,0.8658669590950012,0.40267911553382874,0.9031413793563843,1e-04
41,0.40937525033950806,0.8604143857955933,0.3973917067050934,0.9057591557502747,1e-04
42,0.3867476284503937,0.869956374168396,0.3917026221752167,0.9136125445365906,1e-04
43,0.3741433918476105,0.8805888891220093,0.37740209698677063,0.9057591557502747,1e-04
44,0.36498644948005676,0.8865866661071777,0.3735124170780182,0.9057591557502747,1e-04
45,0.3469531834125519,0.8874045610427856,0.4006102681159973,0.9005235433578491,1e-04
46,0.32384631037712097,0.8958560228347778,0.3579915761947632,0.926701545715332,1e-04
47,0.33575761318206787,0.8944929242134094,0.3681584596633911,0.9083769917488098,1e-04
48,0.31505119800567627,0.8994002342224121,0.36775678396224976,0.9240837693214417,1e-04
49,0.3203382194042206,0.8980370759963989,0.3431514799594879,0.9240837693214417,1e-04
50,0.31872835755348206,0.8974918127059937,0.3894922435283661,0.9005235433578491,1e-04
51,0.32648351788520813,0.8934023976325989,0.36276066303253174,0.9162303805351257,1e-04
52,0.29174792766571045,0.9053980112075806,0.36024731397628784,0.926701545715332,1e-04
53,0.29253801703453064,0.9083969593048096,0.3585294485092163,0.9240837693214417,1e-04
54,0.2627086937427521,0.917393684387207,0.34938472509384155,0.9188481569290161,1e-04
55,0.27180570363998413,0.9119411110877991,0.33562085032463074,0.926701545715332,8e-05
56,0.25797712802886963,0.917393684387207,0.34918156266212463,0.9319371581077576,8e-05
57,0.23188859224319458,0.927480936050415,0.35180696845054626,0.9188481569290161,8e-05
58,0.24193906784057617,0.924481987953186,0.31966620683670044,0.945026159286499,8e-05
59,0.2480136752128601,0.9263904094696045,0.31953150033950806,0.9214659929275513,8e-05
60,0.22719869017601013,0.9269356727600098,0.33605536818504333,0.9397905468940735,8e-05
61,0.22804059088230133,0.929934561252594,0.3016273081302643,0.9293193817138672,8e-05
62,0.22796301543712616,0.9312977194786072,0.32871362566947937,0.9371727705001831,8e-05
63,0.22252433001995087,0.9321156144142151,0.36553293466567993,0.9397905468940735,8e-05
64,0.22908587753772736,0.9239367246627808,0.29341819882392883,0.9424083828926086,8e-05
65,0.22599484026432037,0.9280261993408203,0.3800472319126129,0.9319371581077576,8e-05
66,0.23401395976543427,0.9203925728797913,0.3602800667285919,0.9293193817138672,8e-05
67,0.1963272988796234,0.9413849711418152,0.3602522909641266,0.9188481569290161,8e-05
68,0.2071869969367981,0.9370229244232178,0.3076757788658142,0.9476439952850342,8e-05
69,0.19778196513652802,0.9364776611328125,0.31279730796813965,0.9345549941062927,8e-05
70,0.2029043436050415,0.9383860230445862,0.30790236592292786,0.9397905468940735,6.4e-05
71,0.1971670389175415,0.9364776611328125,0.29811835289001465,0.9345549941062927,6.4e-05
72,0.1993727684020996,0.9397491812705994,0.3175959587097168,0.9345549941062927,6.4e-05
73,0.18864597380161285,0.9402944445610046,0.3106364607810974,0.9397905468940735,6.4e-05
74,0.18090735375881195,0.9443838596343994,0.3140055537223816,0.926701545715332,6.4e-05
75,0.18327465653419495,0.9419302344322205,0.3426577150821686,0.9319371581077576,5e-05
76,0.18546845018863678,0.94547438621521,0.31434357166290283,0.945026159286499,5e-05
77,0.16811920702457428,0.94547438621521,0.2880876660346985,0.9424083828926086,5e-05
78,0.1666502058506012,0.9506543278694153,0.2878667712211609,0.945026159286499,5e-05
79,0.1635333001613617,0.95010906457901,0.31971919536590576,0.9293193817138672,5e-05
80,0.15705285966396332,0.9522900581359863,0.30637750029563904,0.9476439952850342,5e-05
81,0.17298205196857452,0.95010906457901,0.34152019023895264,0.9136125445365906,5e-05
